"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","586_15 YG D-A","530_30 Blue C-A","Time"
108492,71108,99990.8,67601.5,57076,77621.7,441.98,17115.8,1.102
94809,63613,97675,78624.7,64857,79447.9,577.5,36587.5,1.102
83910.4,62704,87700.2,68907.6,58292,77470.8,783.09,40056.5,1.102
81934.7,56959,94272.6,70692.5,57490,80586.2,688.38,2375.28,1.103
84298.2,60450,91390.7,45982.8,40353,74679.2,217.91,86850,1.103
121275,85567,92884.8,67706.6,57730,76861.6,731.5,43589.5,1.103
98410.9,62920,102502,75785.8,64849,76588.6,1455.3,28830.2,1.104
82101.1,53557,100465,64460.9,53477,78996.7,416.57,27849.6,1.104
120842,81784,96834.5,72761.8,61381,77687.2,992.53,32110.6,1.104
141100,97525,94818.1,72277.2,63173,74980.8,532.07,30529.4,1.104
90153,70945,83279.5,43768.1,40209,71336.9,214.06,31233.6,1.104
74893.4,50918,96394.5,70876.8,61790,75173.7,458.15,31847.8,1.104
91274.2,70486,84864.4,38335,34394,73045.3,111.65,16499.5,1.106
113566,72652,102443,93159.4,78405,77868.7,960.96,31074.5,1.107
106451,71064,98169.9,73405.4,62197,77346.2,634.48,38635.2,1.107
59212.8,43084,90069.9,48914.6,41969,76381.9,584.43,44087.8,1.108
105560,82421,83934.4,32292,29685,71291.5,58.52,42032.9,1.109
86316.2,61104,92576.8,39224.2,34732,74012.3,504.35,36592.6,1.11
85429.8,68002,82331.8,37905.1,35198,70576.5,289.52,8753.76,1.11
65277.4,47159,90714.9,38210.4,32623,76760.5,204.05,18064.8,1.11
90015.4,63390,93062.7,44127.4,39351,73490.7,413.49,69896.9,1.111
115485,77009,98280.1,77181.8,67693,74722.5,604.45,29274.5,1.111
129960,100062,85117.6,47368.1,43639,71136.2,415.03,16017.8,1.112
93305,68893,88758.4,35902.1,32557,72269.5,449.68,19306.8,1.112
71356.2,49234,94983.1,56312.6,49866,74008.5,353.43,15911.3,1.112
108853,76249,93559.2,91021.7,76932,77538.6,1084.16,42522.5,1.113
136557,96465,92773.4,68341.7,58121,77060.6,666.82,45331.9,1.113
111302,79285,92001.2,56968.6,49717,75094.9,669.9,45283,1.114
90509.4,63827,92932.9,62003.5,56107,72423.5,623.7,9753.12,1.114
71268.5,46430,100596,66118.3,56350,76896.7,547.47,36733,1.114
100614,72498,90952.4,46050.5,40730,74096.8,561.33,32081.8,1.115
136065,104143,85624.3,74502.7,63106,77371.6,911.68,91628.6,1.115
111526,80210,91123.2,62313.8,52542,77724.5,374.22,22415,1.115
82234.2,56617,95188.8,82069.2,70132,76690.9,742.28,37541.5,1.115
84322.6,55711,99193.4,44880.5,38898,75615.4,547.47,20855.5,1.116
106303,83255,83678.5,34873.9,32059,71290.4,190.19,22418.6,1.116
127542,89721,93161.9,62649.4,55300,74245.7,770.77,27447.1,1.117
73140.5,48700,98425.8,53837.3,42497,83024.2,525.14,39335.8,1.117
118204,79843,97022.7,94590,79551,77925.5,746.13,42788.2,1.119
85881,64061,87858.4,40413.6,35632,74330.5,463.54,59968.1,1.12
113092,76781,96528.9,67177.4,57197,76971.5,352.66,38708.6,1.121
117200,80030,95974.2,65825.3,55907,77162.5,421.19,31870.8,1.121
95811.8,68145,92143.6,38591.3,33917,74567.9,346.5,43393,1.121
76180.5,58615,85175.5,43960.3,39423,73078.8,100.1,15556.3,1.122
108572,78649,90469.6,54066.2,47908,73960.2,611.38,22186.1,1.122
92606.7,63894,94986.6,61426.8,53242,75610.7,569.03,22124.2,1.123
118790,80864,96272.8,70252.6,61844,74446.5,725.34,92328.5,1.123
96643.8,67182,94276,47618.6,41699,74839.6,253.33,40897.4,1.123
91384.3,69550,86110.2,47606.4,43127,72342.9,297.22,57453.8,1.123
86136.3,65125,86679.9,38668.3,35457,71471.6,234.08,30453.8,1.124
102239,71470,93750.6,52489.4,46439,74074.5,622.16,38238.5,1.124
96368.6,71420,88429.2,38784.2,34145,74440.3,414.26,22258.1,1.124
98340.5,66681,96651.8,79643.5,66084,78983.1,680.68,53215.2,1.124
73267.2,44373,108211,62945.3,54549,75623.4,539.77,26368.6,1.125
74121.6,47230,102851,83525.8,66135,82769.2,783.09,69717.6,1.126
84283.5,60108,91894.7,41765,36453,75086.1,325.71,29481.1,1.127
122460,80825,99294.9,95891.8,80137,78420.2,743.82,49420.8,1.128
109207,78958,90643,46131.1,41143,73481.5,204.82,34714.8,1.128
81417.6,57443,92888.3,49224.2,44059,73219.1,344.96,19788.5,1.128
68856.3,48405,93225.2,40045,35673,73567.9,442.75,13273.9,1.129
103205,71874,94104.3,78133,68846,74376.5,802.34,18402.5,1.129
86325.8,58974,95931.2,57245.8,50919,73678.9,328.79,34639.9,1.13
112788,78232,94484.4,68146.6,59521,75033.2,505.89,38675.5,1.131
86142.1,60244,93709,48268.1,43028,73517.2,249.48,36713.5,1.131
79726.1,60740,86021.2,34478.6,28944,78067.7,524.37,22484.9,1.131
139386,105080,86931.6,58593.6,51868,74033.9,512.82,28121,1.132
72090.2,49501,95442.6,51020.6,45296,73818.6,582.89,25020,1.132
78787.2,55032,93825.4,52349,46620,73589.6,544.39,26132.4,1.133
83089.9,53883,101059,69989.8,58632,78231.1,738.43,38657.5,1.133
67056.6,48374,90846.8,53302.3,45982,75969.3,445.06,41226.5,1.133
134567,94364,93457.1,64573.2,56085,75454.6,783.09,35516.2,1.134
79234.6,56188,92416.8,43120.8,38897,72652.5,436.59,22198.3,1.135
111521,79964,91399.4,52855.9,46401,74652.8,324.17,45509,1.135
125895,84512,97627.1,114175,97488,76753.6,796.18,34309.4,1.135
106689,77082,90707.9,79657.2,66023,79069.6,883.19,68634.7,1.135
103205,70113,96467.9,72835.2,63981,74605.4,549.01,26977,1.136
95551.4,64768,96684.4,47130.5,37240,82941.5,723.03,22158,1.136
129032,98792,85596.2,82642.3,72348,74861,566.72,20872.8,1.136
89569.3,61849,94908.8,42503.8,34754,80149.8,406.56,39632.4,1.137
84874.2,56991,97599.9,56386.8,48994,75424.9,409.64,46526.4,1.137
72356.5,43062,110119,72239.8,59118,80082.3,458.92,59667.1,1.137
89463.7,67537,86813,37242,33385,73107.4,291.83,30350.2,1.138
113222,83193,89191.4,67399.9,58196,75900.8,795.41,27855.4,1.139
124137,85806,94812,73525,60839,79201.4,405.02,13875.1,1.14
115686,76269,99405.8,74931.1,65056,75484,879.34,57633.8,1.14
110605,74089,97836.3,71691.1,59604,78826.1,704.55,24122.2,1.141
102279,69461,96499.6,74775.6,63085,77680.8,411.95,18043.9,1.141
83187.2,52440,103962,61904.9,51857,78234.3,466.62,65898.7,1.141
112409,79409,92770.8,84299.8,73133,75542.8,611.38,29995.9,1.142
58614.4,37468,102524,47926.8,39925,78670.8,438.13,29386.8,1.143
91609,61740,97241.4,61919.3,53221,76247,735.35,35042.4,1.143
83625,64115,85478.4,36187.9,30528,77686.5,525.91,25929.4,1.143
96841,60748,104474,69358.3,58945,77113.7,654.5,51300.7,1.143
99679.4,71268,91662.3,49590.7,44148,73615.5,694.54,31418.6,1.144
93300.5,59943,102006,60783.1,48363,82366.3,384.23,31317.1,1.144
98103.7,72023,89267.6,39870.7,36091,72399.4,269.5,44205.1,1.144
107816,74316,95077.9,74882.2,63160,77699.1,907.83,55643.8,1.145
82609.3,60576,89373.4,50904.7,44976,74174.9,832.37,45048.2,1.145
99728.6,71568,91323.2,52012.1,46184,73806.2,801.57,27337.7,1.145
119916,88949,88352,44810.6,40157,73130.7,430.43,28054.8,1.147
71899.5,51579,91355.1,45359.3,40166,74009.5,245.63,38992.3,1.148
135407,88713,100031,72778.3,61412,77665.6,501.27,37728,1.149
106316,75214,92636.2,69035.8,59335,76250.6,518.98,12009.6,1.149
90615,66376,89468.3,46816.6,42261,72600.5,461.23,31299.8,1.15
90131.8,59313,99588.3,90198.7,76053,77725.6,942.48,35683.2,1.15
140236,82897,110867,96328.1,78613,80304.2,1096.48,67140,1.151
82706.6,58773,92223.6,53897.8,47345,74606.5,371.14,56794.3,1.151
75742.1,53896,92100.2,46057,41265,73146.5,351.89,29233.4,1.151
100412,72976,90175,59843.5,54040,72574.1,505.89,21757.7,1.152
95193.6,61697,101117,65665.4,56653,75961.6,478.17,34407.4,1.153
101963,67067,99635.3,83707.9,73318,74823.1,862.4,49399.9,1.153
86981.1,60071,94894.3,40818.2,36387,73517,375.76,34263.4,1.153
123357,84908,95212.6,81008.6,70440,75368.9,462.77,18834.5,1.154
91104,70852,84268.5,38890.1,35092,72629.1,409.64,34612.6,1.154
67497,48524,91160.7,41452.6,37157,73112.3,256.41,19116,1.154
93109.1,66353,91962.7,45134.6,36821,80333.1,521.29,40130.6,1.155
111070,72036,101048,84751.2,72720,76378.6,663.74,94967.3,1.155
74314.9,51004,95488.6,63303.1,56129,73912.5,498.96,17948.2,1.155
90734.7,65036,91432.3,61108.6,54161,73942.7,583.66,34354.1,1.155
74825,47713,102776,58411.4,49941,76651.5,519.75,41667.8,1.155
113452,72947,101925,75389,62559,78976.6,589.82,50264.6,1.156
110995,74725,97346,77387,66413,76365.1,985.6,31887.4,1.156
138457,89432,101462,112985,88405,83757.2,1086.47,54935.3,1.156
79445.8,56757,91734.2,64170.7,54609,77011,515.13,30187.4,1.157
86212.5,60756,92995.3,55970.6,49356,74319.1,283.36,26328.2,1.158
92011.5,68561,87951.8,43371.4,39533,71899.1,514.36,15431,1.158
71873.9,51405,91631.7,58237.2,46880,81412.8,471.24,25604.6,1.158
160284,123984,84723.3,66427.9,57907,75179.5,382.69,15333.1,1.158
84055,57757,95376,55424.9,48656,74653.2,452.76,19806.5,1.159
125228,79389,103376,78450.5,66829,76932.6,642.18,18254.2,1.159
93660.2,63700,96359.7,78277,69592,73714.8,1152.69,24948,1.159
88386.6,57517,100709,69795.4,60272,75891.1,863.17,45489.6,1.159
113286,78816,94197.8,65973.6,58056,74473.7,552.09,61085.5,1.16
95317.1,65616,95200.9,45415.4,39556,75243.9,496.65,34773.1,1.16
131157,94316,91135.3,69407.3,59893,75946.7,814.66,32919.1,1.161
98668.2,62089,104146,70498.8,57449,80422.8,539.77,26587.4,1.161
61897.6,45779,88611,69890.4,59136,77454.3,403.48,45237.6,1.163
127584,74033,112941,116696,93433,81853.3,1257.41,59685.8,1.163
62151.7,46165,88230.8,46190.9,41653,72675.8,704.55,18091.4,1.164
96223.4,66769,94446.4,45475.2,40317,73920.8,599.06,12373.9,1.165
69443.2,48606,93631,38511.4,33827,74611.4,420.42,8626.32,1.165
87852.8,58956,97657.9,52975.4,46037,75413.2,363.44,45266.4,1.165
117569,70339,109541,91761.8,74179,81070.2,808.5,128952,1.165
85715.2,65050,86355.6,26581.7,24503,71095.7,299.53,16578,1.165
116906,81874,93577.5,58980.2,51550,74982.1,440.44,99500.4,1.165
107896,80081,88299.3,49059.4,43069,74651.2,561.33,13250.2,1.165
114240,75722,98872.6,92826,78039,77953.9,914.76,48575.5,1.166
95740.2,74320,84424.5,52405.2,46524,73820.6,470.47,19208.9,1.167
95495.7,66185,94559.3,50441,43037,76810.8,731.5,35483,1.167
119900,73803,106470,98394.5,83718,77025,1168.09,37616.4,1.167
134839,102221,86448.1,56707.2,49549,75003.8,651.42,43165.4,1.167
74921,56895,86299.7,38219.8,34546,72505.4,321.86,8248.32,1.167
74771.2,47639,102861,50126.4,41591,78985.5,460.46,45053.3,1.167
109258,71856,99648.6,73558.1,61100,78898.6,552.09,83635.2,1.168
57792,41096,92161.2,61928.6,54264,74792.8,593.67,26122.3,1.168
93785.6,65355,94045.3,61684.6,53814,75121,696.85,68614.6,1.168
107625,73631,95792.7,60009.8,52898,74347,579.04,37914.5,1.168
80896,50861,104237,62689,54105,75933.5,829.29,24982.6,1.168
90246.4,57277,103259,80743.7,67760,78093.5,838.53,34779.6,1.169
107825,78559,89950.2,59692.3,52386,74676.4,462.77,31651.9,1.17
86969.6,57064,99881.5,62007.1,54261,74891.7,362.67,50905.4,1.171
126684,86936,95499.8,78671.5,65996,78123.2,818.51,27139,1.171
142070,92985,100131,108991,88813,80425.4,577.5,83865.6,1.172
78969.6,57122,90601.7,42334.6,38074,72869.6,271.04,23567.8,1.172
75501.4,52205,94781.4,47272.3,41952,73847.2,664.51,23739.1,1.172
107620,68033,103670,101240,83389,79565.2,707.63,40758.5,1.173
117486,71860,107147,102618,82268,81747.1,897.82,48985.9,1.173
89593.6,67300,87245.3,57618,49344,76525.1,414.26,34390.1,1.173
90053.8,63317,93209.8,55053.4,48877,73817.5,294.14,28311.1,1.173
90603.5,63460,93567.5,104655,84276,81383.3,762.3,40057.2,1.173
66968.3,49709,88290.6,59223.6,51149,75881.8,746.13,11503.4,1.173
56896.6,41036,90866,47112.5,41889,73708.2,559.02,45385.9,1.174
104119,69321,98434,79537.7,68781,75785.2,1001,32333,1.174
77517.4,59628,85197.9,32977.4,29889,72307.9,461.23,8847.36,1.174
144710,99947,94887.7,73006.6,64502,74176.9,557.48,48333.6,1.174
117163,82858,92669.2,95817.6,80339,78162.6,956.34,50183.3,1.174
118143,82194,94199.6,58936.3,50782,76059.4,755.37,88535.5,1.175
113473,84413,88097.1,68919.8,61865,73009.5,701.47,40165.2,1.175
122467,75576,106197,69439.7,55041,82680.2,726.11,49919,1.176
79729.3,53724,97258.9,68754.2,60504,74472.4,671.44,49348.8,1.176
94930.6,68196,91227.8,55157.8,49816,72563.4,459.69,33598.8,1.177
60748.2,45127,88221.9,59746.3,51387,76197,485.1,25901.3,1.177
140655,94935,97097.9,82777.7,71115,76283.7,661.43,28495.4,1.178
109414,85000,84359.3,34780.3,31765,71757.1,414.26,17832.2,1.178
77006.1,59198,85250.7,35102.2,32137,71582.8,250.25,13047.8,1.179
110397,74636,96936.7,58842,52021,74129.1,710.71,76623.1,1.179
94001.9,63780,96590,73668.2,61860,78045.9,552.09,2588.4,1.181
120310,78563,100360,92687.8,79899,76025.8,1119.58,32322.2,1.182
75551.4,48387,102328,69842.9,58784,77865.1,796.18,98288.6,1.183
110522,76484,94701.4,68495,59704,75185.8,867.79,39001.7,1.183
107168,71756,97878.4,62210.9,54545,74746.6,1056.44,35748,1.183
95981.4,62269,101017,76250.9,65456,76344.1,431.97,26815,1.183
146682,102583,93708.8,65677.7,56427,76280,568.26,75950.6,1.186
168168,122583,89906.7,64924.6,56891,74790.3,759.22,93786.5,1.186
80396.8,57400,91792.4,42929.3,38709,72681.1,357.28,32353.2,1.187
65709.4,51236,84049,47287.4,39324,78807.6,336.49,43530.5,1.188
105466,64065,107888,93497,76329,80276.5,749.21,34606.8,1.188
81705.6,58842,91000.6,39601.4,35763,72570,261.8,32161.7,1.189
87243.5,65013,87945.4,67248,60261,73134.6,578.27,72067.7,1.189
81162.9,57437,92607.4,41550.5,33033,82434.3,399.63,32255.3,1.189
123284,92340,87497.6,49905.4,45800,71410.4,361.13,28218.2,1.19
95495,65738,95201.6,55196.6,47959,75426.2,619.08,56847.6,1.19
105736,71825,96478,62288.6,54589,74779.7,669.13,54058.3,1.19
74700.2,48433,101079,55194.5,47469,76201.9,388.08,37407.6,1.19
103507,69084,98191.3,82085.8,69624,77266.1,562.87,99313.9,1.19
96762.9,73964,85737,45221,41857,70803.1,639.87,28774.1,1.192
84577.3,61245,90503,37365.1,32816,74620.9,418.11,17643.6,1.193
80871,60031,88287.1,50955.8,45890,72770.6,410.41,16627,1.193
102154,69505,96320.8,59281.2,51629,75249.4,434.28,74199.6,1.193
93907.2,69264,88852.8,34604.6,30640,74016,284.13,17519,1.194
94191.4,70024,88154.4,42198.5,38175,72443.2,369.6,24269,1.196
85548.8,50397,111247,56098.1,47536,77340.2,737.66,34084.8,1.196
119923,80479,97655.8,69498,58530,77816.9,832.37,46282.3,1.196
92656.6,67105,90490.2,42384.2,37397,74275.8,267.19,37333.4,1.197
85306.2,57140,97840.9,69022.1,57424,78772.5,1001,56353.7,1.197
95969.9,64452,97584,47453,40424,76931.6,450.45,61035.1,1.198
76316.2,55060,90836.5,36079.2,29596,79892.1,498.19,30573.4,1.198
154169,113825,88764.5,58238.6,51873,73578.3,619.08,43240.3,1.198
75308.2,53436,92360.9,36759.6,32337,74499.1,318.78,23169.6,1.199
103987,70168,97122.7,51616.1,45649,74102.6,743.82,48534.5,1.199
88076.2,68373,84421.6,59847.8,54121,72470.7,515.13,12869.3,1.199
95196.2,59302,105203,94479.1,77658,79731.4,1059.52,72622.1,1.2
59453.4,40756,95601.6,48498.5,42268,75196.3,540.54,21373.9,1.201
91217.9,63920,93524.1,37851.1,33628,73766.2,614.46,29752.6,1.201
89191,71260,82026.7,30151.4,27713,71302.5,162.47,9701.28,1.201
86756.5,61208,92891,55946.2,49409,74206.9,264.88,32041.4,1.201
95160.3,62772,99350.5,71131.7,63384,73546.7,358.82,23521,1.202
91927.7,53197,113250,81259.9,68313,77956.6,616,53463.6,1.203
79665.9,56860,91821.8,76147.2,65477,76215.8,582.12,39402.7,1.204
57793.9,35657,106223,60756.5,49028,81213.5,759.22,38712.2,1.204
94172.2,70945,86992.3,36167.8,32853,72148.4,385,21988.8,1.205
88448.6,64002,90568.6,36041,32634,72378.1,298.76,20486.2,1.206
129980,82921,102728,85608,73449,76385.1,710.71,33726.2,1.206
50803.8,37273,89326.9,50622.5,42825,77468.6,580.58,23783.8,1.208
85217.3,57985,96314.6,62434.8,54401,75214.2,1535.38,18456.5,1.208
99016.3,59749,108607,72334.8,60193,78755.6,867.79,113661,1.208
85182.1,61472,90813.6,45268.6,40048,74079.1,499.73,17347,1.209
83945.6,54458,101022,66771.4,56970,76811.1,576.73,57046.3,1.209
71966.7,53761,87729.2,33328.8,30001,72805.4,369.6,20976.5,1.209
144712,96673,98102.1,91582.6,75597,79394.1,616.77,38034,1.21
141341,103133,89815.6,69353.3,61920,73403.4,549.01,37690.6,1.21
120358,84798,93018.8,66342.2,54803,79335.2,718.41,61601,1.21
81790.1,55598,96409.9,45154.1,39591,74744.7,496.65,23315,1.21
113144,83657,88636.1,45141.8,41108,71966.9,338.8,47039.8,1.21
129631,91954,92388.4,73542.2,64302,74953.6,836.22,25544.9,1.211
71726.7,50739,92644.4,36784.1,32131,75026.7,322.63,34220.9,1.212
57149.4,40349,92823.8,53835.8,46557,75782.1,374.99,40309.2,1.212
105345,80401,85868.4,36242.6,33373,71171.2,252.56,9249.84,1.212
123720,95645,84773.2,49860.7,44240,73862.4,613.69,42818.4,1.213
87658.2,65116,88223.6,55995.1,47720,76900.6,686.07,51228.7,1.213
85569.9,61435,91282,46686.2,41510,73708.3,559.79,35539.2,1.215
72457.6,47676,99601.1,77950.1,64136,79651.6,827.75,46572.5,1.215
148559,103904,93701.7,60702.5,52636,75579.4,501.27,7403.04,1.215
73884.8,54131,89451.8,34771.7,31787,71689.6,331.1,28694.2,1.215
107791,75168,93978.5,53731.4,47116,74737.8,536.69,19843.9,1.217
71372.8,50021,93510.5,56839.7,49581,75130.5,633.71,20165.8,1.217
97275.5,65209,97763.3,54895.7,47588,75599.8,305.69,25103.5,1.218
80369.3,58060,90717.9,33154.6,28993,74942.8,291.06,17154,1.218
108204,80265,88347.7,44992.1,41220,71533.3,617.54,5008.32,1.219
88684.2,58525,99308.1,85010.4,72816,76511.2,883.96,65515.7,1.219
73452.8,51868,92808.7,52278.5,45196,75805.9,438.9,42857.3,1.219
71821.4,47429,99240.8,57202.6,48809,76806.1,287.21,32119.9,1.219
92113.3,58260,103617,80616.2,67932,77772.9,448.91,20767,1.221
126664,82280,100888,75372.5,60737,81327.9,866.25,63838.8,1.221
79284.5,55720,93251.8,54799.9,48652,73817.5,393.47,26024.4,1.221
94773.8,70616,87955.9,56251.4,49749,74101.9,314.93,34582.3,1.222
112682,73843,100005,77247.4,63227,80068.4,1003.31,45200.9,1.222
86910.1,61112,93201.7,61104.2,53617,74687.7,706.86,37361.5,1.222
72762.2,48876,97564.2,54675.4,45889,78084.2,193.27,37378.8,1.222
110369,74628,96922.9,79765.2,67532,77407.6,786.94,72246.2,1.222
83372.8,52384,104305,67674.2,56936,77896.2,556.71,40965.8,1.223
83483.5,55540,98508.8,71392.3,62622,74714.4,851.62,64465.9,1.225
119418,84368,92762.1,66443,57260,76046.3,664.51,34107.1,1.225
80858.2,57006,92957.3,52297.9,46503,73702.7,424.27,25873.2,1.225
79183.4,57990,89487.2,48926.9,42322,75763.7,633.71,34225.2,1.226
133197,94013,92850.8,100611,80397,82013.2,1258.95,68038.6,1.226
126321,92280,89711.7,68814.7,60728,74263,594.44,25664.4,1.226
94069.1,70492,87455.5,38080.1,34344,72665.3,438.13,8161.2,1.227
84382.1,64907,85199.8,42858,38310,73316.2,434.28,13409.3,1.228
89319.7,71753,81580.6,33277.7,30916,70542.3,316.47,16840.1,1.228
67541.1,47705,92786.4,49744.8,41129,79264.6,535.92,36411.1,1.229
89302.4,64140,91246.1,55795.7,49628,73680.7,385,27861.8,1.229
112317,68259,107836,85622.4,70735,79329.2,544.39,33493,1.23
90870.4,64524,92295.6,52137.4,45612,74911.7,281.82,46031,1.23
132138,101450,85360.4,53523.4,47459,73910.3,445.06,26408.9,1.23
107158,70002,100321,73493.3,60650,79413.9,739.97,56545.9,1.231
68476.8,54468,82391.4,60024.2,52508,74917.1,579.81,31585.7,1.231
95869.4,63644,98719.4,62718.5,52917,77674.8,762.3,41070.2,1.231
159654,118441,88339.9,90375.8,78861,75105.2,775.39,14412.2,1.232
144186,96196,98230.6,76754.2,65516,76777.6,723.8,76273.9,1.232
92992,61877,98490.9,53943.8,46713,75680.5,743.05,27248.4,1.232
145550,87659,108817,74736,63078,77648.3,678.37,50943.6,1.232
120008,78948,99620.8,67556.2,56771,77986.3,439.67,35174.9,1.233
99815,69064,94716.2,58909,49969,77261.1,278.74,51482.9,1.233
67353.6,48053,91858.7,49613.8,44521,73032.7,535.92,20737.4,1.234
88691.2,60773,95642.2,77708.2,67257,75719.7,739.97,50140.8,1.235
169188,113092,98043.5,57539.5,50312,74950.5,833.91,9730.8,1.235
75652.5,55866,88747.4,48779.3,43751,73068,461.23,27453.6,1.236
70506.9,49476,93393.5,44776.1,38512,76195.6,280.28,35197.9,1.236
74372.5,44666,109123,58611.6,50611,75896,415.8,43205,1.236
73391.4,54413,88393.9,56362.3,50445,73223.5,159.39,28774.1,1.237
80437.1,60085,87734.5,54826.6,45769,78505.4,459.69,35461.4,1.238
76435.8,49486,101227,75703.7,62791,79013.2,542.85,45573.8,1.239
125344,84388,97342.6,50274.7,43696,75402.9,283.36,18248.4,1.239
103249,74737,90537.5,36681.1,32881,73110.1,334.95,39186,1.24
90106.9,70072,84274,35583.1,32504,71744.3,370.37,19111.7,1.24
72826.2,48388,98634.8,53883.4,46572,75824.5,680.68,26881.2,1.24
67994.9,51627,86313.6,38154.2,33766,74053.1,394.24,33436.1,1.241
100079,76861,85333.3,32793.1,29296,73359.2,320.32,12278.9,1.241
110146,80849,89284,44352.7,39625,73355.2,237.93,37994.4,1.242
84207.4,58344,94587.5,65725.9,56513,76219.9,457.38,52507.4,1.243
105526,71504,96718.2,68459.8,58632,76521,707.63,14276.2,1.243
117998,82313,93947.8,75077.3,65332,75311.7,563.64,58217.8,1.243
116872,84181,90986.6,66415,58837,73976.8,552.09,21793.7,1.244
100912,71023,93115.9,57790.1,51090,74130.6,603.68,15937.2,1.245
86428.2,63437,89287.9,63624.2,57632,72350.1,612.15,29298.2,1.246
98476.2,71992,89645.1,47579,41525,75090.7,369.6,14274,1.246
89213.4,64865,90136.3,60475.7,48317,82027.7,479.71,85387.7,1.247
92610.6,70248,86398.5,32506.6,26325,80925,162.47,11991.6,1.247
96782.7,68976,91955.9,60016.3,52556,74838.8,537.46,41001.1,1.247
120155,83272,94563.2,76350.2,67436,74199.1,642.18,34130.9,1.248
82317.4,58273,92577.3,49479.1,44429,72985.3,391.16,38101.7,1.249
96754.6,64432,98412.4,47790,41752,75013.5,703.01,32686.6,1.25
118407,92202,84162.2,66909.6,60007,73074.6,446.6,19309,1.251
110726,76605,94727,74055.6,66112,73410.4,508.2,40538.9,1.251
106463,67737,103003,65088,56916,74945.7,750.75,20069.3,1.252
97738.2,62792,102009,67167.4,55653,79095.1,726.11,72221,1.252
97471.4,59057,108165,87743.5,72777,79013.4,857.01,41187.6,1.253
114586,81077,92622.1,63609.8,55225,75486.4,502.81,30836.2,1.253
125560,84188,97742.2,70238.9,56792,81053.2,455.84,40433,1.253
123167,84454,95576.9,75680.6,65610,75595.3,793.87,29817.4,1.254
74220.8,50855,95647.1,56124.7,47691,77125.5,693.77,35642.9,1.255
91826.6,79021,76156.3,68650.6,62800,71641.5,3153.15,21538.8,1.255
90482.6,69400,85444.7,53774.6,48773,72256.7,241.78,26393.8,1.256
81977.6,57129,94041.3,76399.2,67476,74202.6,622.16,48473.3,1.257
78222.1,57544,89086,38129,34529,72368.9,503.58,23468.4,1.257
78302.7,58148,88251.5,44080.6,40420,71471.1,358.82,19390.3,1.258
102772,64558,104329,64573.9,52055,81297,749.21,37256.4,1.258
93337,65817,92938.5,68261,57437,77886.3,959.42,48745.4,1.259
78297,55249,92875.3,56283.8,49525,74479.9,796.95,22297,1.259
90813.4,68172,87302,38458.8,33329,75622.9,449.68,27502.6,1.259
124796,86104,94985.1,75219.1,65253,75545.4,723.8,27120.2,1.259
105479,68664,100674,63267.1,53333,77743.1,641.41,13457.5,1.26
68037.8,49754,89619.4,38818.1,33895,75054.8,425.81,16634.9,1.26
102862,80830,83399.4,103900,88361,77060.7,4128.74,18210.2,1.261
99594.2,64733,100830,72524.2,59536,79833.1,425.04,45758.9,1.261
86353.3,64493,87749.8,93574.8,81833,74939.4,766.15,61931.5,1.261
76837.8,59557,84551.6,29858.4,26585,73605.4,236.39,13956.5,1.261
85660.2,67352,83350.5,51160.3,47025,71299.2,472.01,21770.6,1.263
108439,74387,95536.3,75971.5,67440,73826.7,434.28,18365,1.264
73869.4,50200,96436.4,51185.5,44593,75224.7,760.76,35300.2,1.264
95629.4,65715,95369,59140.8,51803,74819.1,494.34,33503.8,1.265
95347.2,63071,99073.6,79303.7,66095,78633,871.64,48066.5,1.265
62928.6,41809,98641.2,45228.2,39701,74660,388.85,36997.9,1.265
106673,71387,97929.6,73619.3,62982,76604.6,696.08,42749.3,1.265
119505,83131,94211.5,57255.8,50566,74206.4,527.45,23527.4,1.265
89496.3,64542,90874.6,54708.5,47987,74715.5,429.66,23901.8,1.266
88153.6,60983,94735.2,59814.7,52251,75022.8,558.25,26227.4,1.266
104455,60441,113260,106337,81673,85326.7,1158.08,94235.8,1.267
110652,83452,86896.7,65164.3,58769,72667.7,490.49,44377.2,1.267
92858.9,70498,86323,36103,31214,75800.7,525.14,23785.9,1.267
93344,64120,95405.4,44490.2,38652,75435,551.32,43927.9,1.268
94352,70450,87770.8,40261.7,35646,74022,379.61,25610.4,1.268
59956.5,40684,96581.2,48787.9,42113,75923.5,617.54,39566.9,1.268
82741.8,55745,97274.4,64641.6,55681,76082.5,569.8,44075.5,1.268
68499.2,45345,99000.2,46252.1,40273,75265.7,467.39,42108.5,1.268
82585.6,62545,86535,43006.3,38509,73189.7,507.43,11236.3,1.269
96753.9,70940,89383.5,60487.9,53244,74452.3,522.83,41551.9,1.269
117453,72825,105698,74769.1,62244,78723.6,539,39217.7,1.269
88377,72783,79577.3,36160.6,33522,70694.4,231.77,15691,1.269
65289.6,46842,91345.8,60971.8,52071,76738.4,450.45,29269.4,1.27
91098.9,64798,92136.4,67564.8,58087,76229.2,467.39,25837.2,1.27
85130.9,58680,95077.3,62746.6,54872,74940.9,544.39,34707.6,1.271
99001.6,73193,88644.7,54494.6,49524,72113.7,626.78,27095.8,1.271
98639.4,78991,81837.5,30419.3,27602,72225.1,236.39,15414.5,1.271
77262.1,52917,95686.6,55964.2,47845,76657.3,335.72,48225.6,1.272
