"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","586_15 YG D-A","530_30 Blue C-A","Time"
93059.8,55469,109949,68875.2,55248,81700.8,498.19,38561.8,0.945
121840,77997,102375,69335.3,58409,77795.5,491.26,39193.2,0.945
95127.7,65692,94901.8,41703.1,36661,74549.4,414.26,24423.1,0.945
106488,79902,87341.7,44005,40010,72079.7,379.61,13803.8,0.946
115718,79316,95613.5,58978.1,51036,75734.5,675.29,23503,0.946
94751.4,65622,94627.2,52232.4,45178,75769.2,258.72,32504.4,0.946
144262,97613,96855.8,62083.4,55273,73611,297.22,26203.7,0.946
108346,64269,110482,91433.5,73785,81211.5,979.44,27443.5,0.946
107147,75577,92911.6,50335.2,43556,75736.2,445.06,24323.8,0.947
57530.9,38736,97334.4,72883.4,62652,76238.4,502.81,32122.8,0.947
97437.4,62221,102629,77110.6,63017,80192.9,611.38,20159.3,0.948
91347.8,52898,113172,84104.6,66766,82555.2,963.27,36464.4,0.948
105866,70900,97856.2,54893.5,47688,75438.3,736.89,26124.5,0.949
94122.2,61812,99792.8,71134.6,60008,77687.6,375.76,41621,0.949
75513.6,51810,95519.4,55237.7,48666,74385.8,123.97,19392.5,0.949
113615,72036,103364,93800.2,79208,77609.4,608.3,36760.3,0.949
104879,77612,88560.2,54990.7,48913,73679.2,418.11,24695.3,0.95
87769,60233,95496.3,51588,46093,73348.9,433.51,16066.1,0.95
142031,95996,96963.7,57807.4,49016,77290.3,686.07,20381.8,0.95
145436,103210,92348.6,54771.8,47683,75279,469.7,37414.8,0.951
149007,86901,112373,89156.9,73405,79599.3,880.11,19710,0.952
100333,71609,91823.8,56409.1,50388,73367.2,225.61,15151,0.952
100310,70961,92641.6,45375.1,39033,76184.4,380.38,32171.8,0.953
102772,75488,89222.9,68044.3,60844,73291.6,566.72,20965.7,0.953
152993,100325,99940.5,74154.2,62313,77989.7,449.68,28261.4,0.954
98675.2,66428,97350.2,50544.7,44732,74052.1,229.46,23810.4,0.954
103144,68194,99124.1,54364.3,46997,75809.5,547.47,29662.6,0.955
57872.6,38957,97357.1,70345.4,59488,77497.3,411.95,36817.9,0.955
93554.6,59352,103302,63948.2,55669,75282.7,429.66,27159.8,0.955
87884.8,62513,92134.7,52976.9,46809,74171.5,638.33,24759.4,0.955
135236,91398,96969.5,59205.6,51550,75268.6,709.94,31744.8,0.956
120835,77477,102212,72005.8,61689,76496.1,434.28,42853,0.956
94240,62432,98925.4,73814.4,60584,79847.8,961.73,32225.8,0.957
109928,82761,87049,53959.7,49069,72067.9,384.23,12926.2,0.958
108066,80073,88446.9,49489.2,44164,73438.2,253.33,29798.6,0.958
75974.4,51948,95847,38473.9,33857,74472.8,162.47,15140.2,0.96
113089,79669,93027.1,83211.1,71565,76201,603.68,24799,0.96
103934,71361,95450.2,57218.4,49277,76097.7,430.43,12289,0.96
148231,99545,97588.7,91750.3,77769,77318.1,668.36,62867.5,0.96
102829,67786,99416.3,65229.1,57373,74509.9,387.31,18180,0.961
123922,81992,99050.5,65118.2,54737,77965.3,636.79,23837,0.961
79884.2,47096,111162,75129.1,60008,82050.1,800.03,34560.7,0.962
87898.2,65934,87367.7,39776.4,35283,73882.2,280.28,22798.1,0.962
124066,78258,103897,81914.4,70394,76261.4,507.43,15158.2,0.963
93203.2,57494,106240,76151.5,63578,78496.8,778.47,22950.7,0.963
81440.6,58056,91933.5,53064.7,46076,75476.4,465.85,25343.3,0.964
119395,84183,92948.5,93494.2,80047,76545.4,487.41,25715.5,0.964
117448,77814,98916,64401.1,54385,77605.8,492.8,39436.6,0.965
146533,104662,91754.4,68863.7,60666,74391.8,641.41,32420.9,0.965
108022,68848,102826,54108,46492,76271.7,485.1,31681.4,0.965
124476,81700,99848.6,79259,68170,76196.6,682.22,22182.5,0.966
102289,74503,89977.4,46572.5,40059,76192,224.07,12407,0.966
78101.1,51685,99031.3,43015.7,38125,73943,195.58,25292.9,0.967
102284,61217,109501,69866.6,59065,77521,482.02,21184.6,0.967
101265,76544,86701.5,39301.2,35084,73413.6,354.97,15493,0.968
120429,78209,100915,67931.3,57801,77021.9,639.87,40675.7,0.968
145647,90404,105583,94082.4,79888,77180.4,930.16,27955.4,0.969
97032.3,71008,89554.8,36486.7,32776,72955.6,410.41,16987,0.969
94115.8,57723,106855,49258.1,41734,77351.3,415.03,20866.3,0.97
89786.2,55990,105094,48463.2,41854,75884.9,316.47,22238.6,0.97
115085,71779,105076,103069,84107,80311.5,616,2561.76,0.97
107018,69101,101496,55803.6,48093,76043.2,462,10656.7,0.97
106679,69492,100606,80471.5,68552,76931.1,853.16,29257.2,0.971
113864,77491,96297.2,73611.4,63743,75681.9,602.91,22104,0.971
125642,87679,93911.8,61733.5,53074,76228.8,859.32,20966.4,0.971
168369,111608,98866.1,77532.5,66513,76393.6,684.53,65493.4,0.971
129242,82949,102111,82393.9,70153,76971.3,867.02,36531.4,0.972
121672,83213,95824.9,49495.7,43312,74892.6,435.05,22771.4,0.972
87607.7,68260,84111.6,46761.1,42964,71328,289.52,16934.4,0.972
125819,85644,96278.4,80356.3,68844,76495.1,717.64,30561.8,0.972
119199,80255,97337.3,51424.6,44594,75574.3,516.67,22228.6,0.972
80314.9,54551,96488,44356.3,38339,75821.9,753.83,23489.3,0.972
84787.2,57739,96236.8,44359.2,39190,74180.3,406.56,21445.9,0.972
107566,74392,94760.9,69207.8,60808,74589,505.89,7871.76,0.972
83059.8,48793,111561,51684.5,43437,77979.5,401.17,29977.9,0.973
93969.3,68345,90107.1,45885.6,41789,71960.5,275.66,25835.8,0.973
141736,105975,87650.8,48281,43204,73237.3,501.27,35464.3,0.974
94437.1,62787,98571.9,59824.1,52779,74283.9,587.51,17665.9,0.974
128874,91372,92434.2,75993.8,65205,76379.6,626.78,49001.8,0.974
85469.4,55211,101453,61736.4,52854,76549.7,639.87,18701.3,0.974
148148,95762,101387,73800.7,62814,76998.8,457.38,14667.8,0.975
104874,69801,98465.6,77342.4,65428,77470.1,584.43,24676.6,0.975
93991,67599,91122.6,61755.1,54514,74241.2,405.79,18428.4,0.976
89063,63011,92632,83835.4,69779,78737.7,637.56,25572.2,0.976
134636,92169,95731.5,70146.7,60436,76066.2,344.19,34294.3,0.976
110327,73449,98441,77054.4,68196,74048.9,393.47,31086,0.977
78182.4,56272,91053.5,50655.6,44828,74055.6,314.16,14181.1,0.977
94965.8,66996,92896.2,52346.2,43496,78870.7,579.04,13758.5,0.977
106342,64596,107890,78083.3,63092,81108,693,36623.5,0.978
96457,65866,95973.7,58304.9,50787,75237.1,472.01,7032.96,0.978
107978,77052,91839.5,39985.2,35032,74802.2,408.1,18297.4,0.978
104549,78595,87177.7,47543,44111,70635,187.11,16056.7,0.979
91663.4,64805,92697.3,60214.3,51369,76820.8,568.26,39231.4,0.979
108594,70350,101163,55174.3,46823,77225,548.24,23366.9,0.979
132970,84953,102578,98879,81977,79048.2,840.07,47804.4,0.98
77613.4,53963,94258.6,41364.7,33702,80436.7,435.05,15413,0.98
133276,90986,95996.6,54623.5,47379,75556.8,448.91,29578.3,0.98
144123,93439,101085,81943.2,68498,78399.8,935.55,21515.8,0.981
115128,76022,99247.7,67093.9,58090,75694,507.43,34714.1,0.982
94785.9,69463,89427.3,44177.8,38379,75438,455.84,11675.5,0.982
74682.2,52674,92918.2,41989,36762,74854.2,351.12,14107.7,0.983
114330,85729,87400.4,62583.8,55617,73745.3,494.34,31106.2,0.984
126340,80582,102750,64893.6,53898,78905.8,521.29,21430.8,0.984
84233.6,56542,97632.4,54923,48483,74241.2,220.22,18111.6,0.984
132086,85328,101448,71061.8,60432,77063.6,549.78,19787.8,0.985
59863,37681,104116,54361.4,46409,76766,685.3,36771.8,0.986
90158.7,64544,91544.4,50578.6,46328,71548.9,569.03,22285.4,0.986
89844.5,63308,93006.4,54772.6,47557,75479.4,400.4,29394.7,0.986
121290,83285,95441.4,102047,79293,84342.3,1027.18,71708.4,0.986
99681.3,73165,89287.4,44086.3,40000,72231,400.4,17665.9,0.986
106047,77859,89262.9,40325,36395,72612.8,528.22,20817.4,0.987
100400,61415,107137,58911.1,51635,74771,695.31,21574.1,0.987
135590,83599,106293,74299,61391,79315.5,434.28,40998.2,0.987
74836.5,53348,91933.8,40958.6,36796,72949.9,299.53,14677.9,0.987
71038.1,47679,97643.6,71916.5,60610,77761.4,832.37,55593.4,0.987
88353.3,74076,78167.3,100489,88092,74758.7,4614.61,20989.4,0.988
70735.4,48492,95597.5,45596.2,40264,74214.9,369.6,17906.4,0.988
139178,101917,89495.8,61244.6,54176,74086.8,388.08,18924.5,0.989
124829,77976,104914,77574.2,64453,78877.7,490.49,14326.6,0.989
105553,72484,95435.4,60500.2,52908,74940.3,581.35,20774.2,0.989
90010.9,61380,96105.5,49854.2,42292,77254.5,380.38,33072.5,0.989
104102,74486,91593.2,35825.8,32266,72766.3,350.35,18710.6,0.99
99856.6,70374,92991.8,55364.4,48366,75018.9,391.93,18979.2,0.99
150844,93840,105347,74921.8,61088,80377,694.54,18302.4,0.99
85978.9,62378,90331.7,37859,32675,75933.6,597.52,38034.7,0.991
142297,95118,98042.1,72311,61075,77592.7,439.67,20656.1,0.991
105912,76392,90861.2,63798.5,53425,78261.1,440.44,30441.6,0.991
91137.9,56548,105624,61715.5,51564,78438.2,241.01,52852.3,0.992
138383,99898,90783.5,46359.4,41271,73616,402.71,25938.7,0.992
121980,87424,91440.5,79515.4,65564,79481.4,854.7,27169.2,0.992
103410,76640,88427.4,43760.2,38624,74250.9,405.02,25906.3,0.993
86337.3,61004,92751.3,51322.3,43029,78167.3,443.52,9159.84,0.993
138514,91655,99041.5,80794.1,71727,73820.5,418.88,15279.1,0.994
86229.1,63992,88309.6,35632.1,32741,71322.9,418.88,13612.3,0.994
96359,71690,88087.4,34128.7,30883,72423.7,346.5,10298.9,0.994
69488,48821,93278.8,39807.4,35673,73131.4,450.45,11245,0.995
102870,71405,94415.2,56422.8,48432,76348.8,425.04,16515.4,0.995
101048,75048,88240.9,39324.2,34309,75116,280.28,17820.7,0.996
88545.3,63712,91080.2,38581.9,35072,72094.7,370.37,13531.7,0.996
112300,71925,102325,89037.4,73961,78895,431.2,8794.08,0.996
80144,54388,96571.2,48414.2,41372,76691.4,420.42,2436.48,0.997
75388.8,48176,102555,39902.4,34684,75396.2,337.26,20685.6,0.997
89430.4,63334,92539.7,41669.3,37902,72050,318.01,11682.7,0.997
134039,91131,96392.9,68724.7,58856,76524.8,323.4,41133.6,0.998
114135,69076,108286,101500,83980,79208.1,622.93,22191.8,0.998
92162.6,65697,91936.7,47777.8,41997,74556.8,207.9,37068.5,0.999
114990,75861,99339.5,68686.6,57057,78893.8,746.13,27817.2,0.999
126567,94716,87574.4,65362.3,56977,75181,493.57,29101.7,1
140771,89513,103064,91375.9,78196,76582.1,938.63,50232.2,1
61537.9,46497,86735.7,44655.1,39125,74799.2,26.18,12291.1,1.001
114515,70041,107150,80359.9,67741,77744.2,457.38,28419.1,1.001
71425.9,42620,109830,51126.5,43672,76722.5,439.67,16987,1.001
105744,72644,95397.3,74240.6,64348,75611.3,362.67,27273.6,1.001
112560,85151,86631.2,44160.5,39708,72884.6,517.44,25696.1,1.002
142140,93156,99996.8,84733.9,73340,75717.5,456.61,25777.4,1.002
83387.5,61599,88717.1,98444.2,82514,78188.4,614.46,33778.8,1.003
95691.5,63278,99106.2,60564.2,50803,78128,589.05,22341.6,1.003
112732,80361,91935.3,69962.4,60244,76108.1,477.4,35779.7,1.004
120453,83163,94922.2,64529.3,56040,75463.8,636.79,33423.1,1.004
78576.6,55237,93227.3,47347.9,41245,75233.2,277.97,25571.5,1.005
120879,85644,92498.1,59848.6,51391,76321.5,2018.94,28365.1,1.005
79529.6,55721,93538.4,56214.7,49261,74787.1,443.52,26707,1.005
63249.3,39940,103783,49660.6,43052,75595.9,377.3,29990.9,1.006
112772,74018,99848.9,70988.4,57242,81274.2,603.68,22675.7,1.006
69612.8,50527,90291.2,41830.6,35554,77105.5,403.48,15377,1.007
95510.4,65616,95394,50118.5,44004,74642.4,351.89,18565.9,1.007
96387.8,66091,95578.4,46534.3,41622,73270.7,573.65,12174.5,1.007
118205,73330,105641,64097.3,54590,76949.6,505.89,19555.9,1.007
126458,80661,102746,76416.5,61405,81557.4,632.94,34520.4,1.007
129579,91528,92781.2,56587.7,50513,73417.3,813.89,27805,1.008
76162.6,48865,102146,52104.2,43877,77824.5,321.86,17901.4,1.008
121775,89903,88769.3,113406,98146,75725.6,845.46,17776.1,1.008
98142.7,72685,88489.8,68732.6,56960,79081.2,491.26,48849.1,1.009
109288,69699,102760,76803.1,65115,77299.7,554.4,41399.3,1.009
151260,96804,102402,76894.6,64428,78217,940.94,54596.2,1.009
115682,74078,102343,79162.6,65639,79038.3,347.27,34379.3,1.01
126612,79102,104898,77665.7,64270,79195.5,356.51,38090.9,1.01
96565.1,60136,105236,67579.2,55544,79736.3,276.43,13260.2,1.01
74381.4,50541,96449.7,38029,33632,74104,371.14,23377.7,1.011
108648,76048,93630,90574.6,78972,75164.5,820.05,23158.8,1.011
91447,67397,88922,58465.4,50893,75287.2,345.73,43300.1,1.011
136988,106828,84038,51961.7,46892,72621.4,315.7,19281.6,1.012
124397,76761,106206,82020.2,68068,78969.2,726.11,31628.2,1.012
125737,83203,99038.5,70715.5,60399,76730,682.22,27901.4,1.013
134890,97853,90341.3,102190,83328,80370.9,1153.46,30440.2,1.013
109156,74641,95841.2,72335.5,61805,76702.2,379.61,45231.1,1.013
121908,92105,86742.2,38516.4,35453,71198.8,304.92,19548.7,1.013
82851.2,49216,110325,83689.2,69084,79391.1,592.13,37238.4,1.014
136196,89289,99964.5,83364.5,71773,76120.2,704.55,33038.6,1.015
142847,92188,101549,83157.1,68076,80054.4,722.26,52979.8,1.015
126682,81486,101885,75839,63347,78459.7,576.73,17147.5,1.015
117436,88283,87177.1,61016.4,54326,73606.9,294.14,22718.9,1.015
128918,83380,101329,85769.3,71344,78786.9,531.3,40448.9,1.015
140099,91992,99807.6,67996.1,58181,76591.9,382.69,10085,1.016
80197.8,60300,87161.5,56537.3,51132,72464,346.5,9928.8,1.016
105926,79465,87358.6,40893.8,37092,72253.3,167.09,11586.2,1.016
107966,80697,87681.9,43642.1,38580,74135,204.05,28930.3,1.017
91113,62728,95191.6,40022.6,34968,75009.3,356.51,22444.6,1.017
156664,105987,96871.8,63462.2,54591,76185.8,744.59,42702.5,1.017
104253,72212,94614.6,75194.6,63560,77532.4,816.97,29291,1.018
112932,78946,93749.4,80194.3,64874,81012.6,638.33,42456.2,1.018
78461.4,47549,108142,77474.2,63008,80582.6,500.5,39605.8,1.018
70085.1,46765,98216.6,42936.5,36848,76364.7,646.03,30647.5,1.018
95996.2,72728,86503.2,35297.3,31237,74054.6,193.27,14681.5,1.018
75367,51028,96795,39937.7,35516,73695.1,345.73,16129.4,1.019
138712,89361,101730,69805.4,59897,76377.3,475.86,16748.6,1.02
95865.6,74591,84228,46040.4,41563,72595.9,637.56,30977.3,1.02
88892.8,60260,96675.7,59000.4,50724,76229.2,501.27,22846.3,1.02
73691.5,51658,93488.9,45014.4,39543,74604,251.02,12682.8,1.02
124730,79765,102480,78548.4,65289,78845.6,719.18,71197.2,1.021
98831.4,63448,102084,53273.5,43457,80340,551.32,25076.2,1.021
100481,65796,100084,76327.2,63988,78173.7,696.85,46191.6,1.021
101359,68121,97513.1,45616.3,39620,75454.6,70.07,14590.1,1.021
96656,66187,95705.3,79192.1,67464,76928.9,723.03,14451.1,1.022
92014.7,63607,94805.2,54987.1,47812,75371,312.62,18664.6,1.022
94435.2,64730,95611.1,52002,45038,75669.5,268.73,49341.6,1.022
114556,78045,96194.6,78276.2,68368,75033.8,944.02,29167.2,1.022
106424,74925,93088.1,76815.4,63417,79382,450.45,56399.8,1.023
100629,66842,98663,66431.5,56867,76558.6,781.55,30498.5,1.023
80131.8,51777,101426,63059,52585,78589.7,578.27,19002.2,1.024
141441,96677,95881.1,65771.3,56553,76218.5,614.46,31410,1.024
127036,84276,98787.8,71375.8,60164,77748.9,525.91,36261.4,1.024
102024,67674,98801.1,49594.3,41699,77944.6,267.19,55568.9,1.024
109989,84031,85780.8,40375.4,36946,71619.3,416.57,18687.6,1.025
87904,54320,106054,63277.9,51752,80131.8,524.37,19656,1.025
131069,92456,92906.5,65831,58597,73626.7,457.38,27596.2,1.026
88581.8,64303,90280.3,44597.5,41186,70964.5,427.35,13110.5,1.027
94478.7,65564,94438.4,51933.6,46380,73383.4,351.89,18767.5,1.028
105380,68668,100573,70224.5,60033,76661.7,518.21,23219.3,1.028
94350.1,65956,93749.3,52606.8,45520,75739,486.64,32590.1,1.028
138926,84816,107346,80024.4,67068,78196.4,451.22,31012.6,1.028
78218.2,56868,90140.5,31959.4,28600,73233.9,230.23,21430.8,1.028
140878,97060,95122.5,70195.7,61208,75159.2,1118.81,25315.2,1.029
87482.9,55238,103792,68119.9,54970,81213.5,676.06,24147.4,1.029
105552,76577,90333.3,35937.4,31865,73911.5,327.25,35363.5,1.03
104570,65727,104266,101767,82130,81205.4,821.59,34608.2,1.03
84099.2,57105,96515.6,53678.2,48093,73146.9,303.38,18919.4,1.031
71629.4,52693,89087.9,40407.8,36041,73476.5,523.6,16277.8,1.031
106716,73908,94627.8,68727.6,61204,73592.1,646.03,18320.4,1.031
92272,61654,98081.8,44349.8,38774,74960.3,502.81,11390.4,1.031
103355,68520,98853.8,53655.8,46881,75006.7,204.82,33588,1.032
91475.2,56353,106382,50405,40577,81409.3,624.47,13502.9,1.032
67600.6,48832,90724.8,54239.8,48844,72775.7,405.79,19538.6,1.032
75964.8,55752,89296,46144.8,41313,73200.8,236.39,18622.8,1.033
83711.4,61259,89555.9,38773.4,35048,72502.2,161.7,18649.4,1.033
107828,67663,104438,70133,59698,76991.5,775.39,27340.6,1.033
85154.6,58222,95851.9,71072.6,63943,72843.3,532.84,30899.5,1.034
80362.2,48134,109416,77639,65294,77926.8,707.63,14904,1.034
115937,77796,97666,70826.4,60564,76640.9,793.87,47504.2,1.034
120612,82108,96268.5,59037.8,48021,80571.1,676.83,25996.3,1.034
86948.5,65872,86505,44223.1,40812,71013.6,332.64,7029.36,1.035
105489,76409,90477.6,39186.7,34797,73803.5,450.45,36905,1.035
109436,77632,92384.7,47690.6,40808,76589.2,334.95,34403,1.035
91662.7,64660,92904.5,52629.1,45124,76436.1,423.5,21201.1,1.035
99192.3,63845,101820,79855.9,67781,77211,663.74,32125.7,1.035
80726.4,55873,94687.7,48695.8,43997,72535.1,586.74,29334.2,1.036
129779,86404,98434.9,78907,67932,76123.9,598.29,38821.7,1.036
102129,72836,91893.4,52007,43044,79182.5,508.97,38651.8,1.036
121668,86667,92003.5,48372.5,42246,75040,253.33,28744.6,1.037
111302,80435,90685.3,55603.4,50159,72649.5,432.74,33694.6,1.037
127665,89113,93888.3,56910.2,48340,77154.9,626.78,21628.1,1.038
163268,122328,87469.4,68873.8,60696,74365.9,597.52,26439.8,1.038
87139.8,59398,96144.6,48843.4,37518,85319,584.43,23096.2,1.038
131109,83754,102591,84213.4,70531,78249.4,712.25,18221.8,1.038
86852.5,60003,94861.3,75999.6,65003,76622.8,390.39,23932.1,1.038
81797.8,53196,100773,53167.7,47592,73213.9,495.11,26914.3,1.039
109121,83360,85789,65011,55804,76348.6,705.32,27486.7,1.039
132963,91940,94777.4,69710.4,60112,76000.5,863.17,16303,1.039
127647,93343,89620.6,43379.3,39202,72519.4,396.55,17058.2,1.04
71535.4,51921,90293.7,48164.4,43597,72401.8,458.92,15181.2,1.04
76247,52322,95503.3,72077.8,61038,77389.3,826.98,28572.5,1.04
76755.2,54700,91960.3,34328.2,30344,74140.9,274.12,15891.8,1.041
71153.3,44409,105004,49417.9,41860,77368.7,638.33,11549.5,1.042
85916.8,61948,90893.1,50842.8,45221,73683.3,371.91,15336,1.043
84039.7,55885,98552.8,46675.4,40240,76016.9,568.26,14380.6,1.043
102350,74349,90218,51539,44272,76293.4,239.47,17943.8,1.044
125734,91763,89798,70443.4,59727,77294.6,509.74,35395.9,1.044
111477,77792,93914.1,45067,38872,75980.4,293.37,21175.2,1.044
79680.6,52370,99712.6,64915.9,57022,74608.6,629.09,23968.8,1.044
102307,70696,94839.9,92077.2,71009,84980.4,689.92,77045,1.044
168376,112578,98018.4,63579.6,52702,79062.5,388.85,40557.6,1.044
156906,107893,95307.1,74281.7,62381,78038.6,723.8,75934.8,1.045
127105,95618,87116.8,59872.3,54030,72622.5,485.87,41760,1.045
86190.1,65452,86300.7,54789.1,45384,79117.3,512.05,39296.2,1.046
101389,70734,93938.1,67426.6,57117,77365.2,567.49,28854.7,1.046
90824.3,61180,97291,46963.4,41637,73919.7,495.88,29046.2,1.046
109623,79248,90655.4,66197.5,58964,73575.8,689.92,21055.7,1.046
82963.8,59483,91406.3,42566.4,37862,73678.9,966.35,18988.6,1.047
166999,114090,95928.2,70841.5,60503,76734.5,594.44,24818.4,1.047
88835.8,57997,100384,62044.6,51488,78972.8,303.38,36178.6,1.047
89859.2,59776,98518,58784.4,47228,81572.3,691.46,38756.2,1.047
77350.4,52567,96433.8,66247.9,59668,72763,721.49,13212,1.047
124694,75325,108490,103819,87001,78204.6,941.71,44202.2,1.048
128077,89300,93993.7,61101.4,54188,73897.1,460.46,48057.8,1.048
101447,71116,93487.2,65749,59404,72535.9,857.78,8496,1.048
88746.9,68124,85375.4,47846.9,43173,72630.9,183.26,22162.3,1.049
92288.6,62961,96063.1,55568.2,49357,73783.2,318.78,27336.2,1.049
92099.2,63460,95112.1,60764.4,53272,74753.3,509.74,22994.6,1.049
113581,80521,92443.4,51204.2,45293,74089.2,523.6,14143.7,1.05
128759,91187,92539,68154.5,58671,76129.1,302.61,27568.1,1.05
89022.1,64632,90267.2,54107.3,47116,75260.5,716.87,30625.2,1.05
86444.2,65941,85913.2,43329.6,39529,71837.1,257.95,16627,1.051
137500,89561,100615,72941,62621,76336.4,464.31,28392.5,1.051
132059,84809,102048,73010.2,62516,76537.1,715.33,33060.2,1.052
108908,71834,99359.7,80637.1,68931,76665.6,547.47,38342.9,1.052
84211.8,63168,87368.7,39594.2,35276,73558.5,353.43,17586,1.052
125043,82963,98776.9,55510.6,46576,78107.6,405.79,49937,1.053
103521,75937,89342.1,58659.1,51609,74488.6,677.6,30283.9,1.053
90949.1,60443,98612.6,50152.3,42518,77303.3,440.44,19584,1.053
104770,72510,94693.2,69521.8,60733,75019.8,455.07,16286.4,1.054
106278,68585,101554,48181.7,41885,75388.2,559.79,35023.7,1.054
140686,100988,91298,65976.5,57729,74898.8,406.56,14068.8,1.054
140764,89445,103137,66183.8,56013,77436,615.23,18155.5,1.055
148865,105330,92623.5,70491.6,61102,75607,442.75,28740.2,1.055
92403.2,60856,99509.3,59723.3,51445,76081.7,330.33,24511.7,1.056
103259,75653,89450.2,43552.1,38781,73598.7,249.48,19687,1.056
82773.1,53681,101053,53552.2,46817,74964.1,438.13,13483.4,1.056
137155,96600,93049.3,87475.7,73713,77772,711.48,43310.2,1.056
129023,82812,102106,65834.6,56392,76509.8,609.84,23464.1,1.057
80592,56368,93699.9,86883.8,70040,81296.7,521.29,31700.2,1.059
131073,89060,96451.6,92932.6,79784,76336.5,783.86,35403.1,1.06
72085.8,49664,95123.5,51357.6,43348,77645.4,502.81,25074.7,1.06
84196.5,55328,99730.7,40771.4,35288,75719.7,452.76,17051,1.06
137867,99839,90498.1,59625.4,51938,75236,525.91,38595.6,1.06
88316.8,60229,96098.7,58457.5,49445,77481.5,277.97,31901,1.061
141136,96385,95964,58014,49645,76583.9,341.11,13676.4,1.061
130236,84518,100986,78411.6,68298,75240.6,549.01,40281.8,1.061
118659,80786,96259.3,66715.9,58133,75211.9,401.94,56709.4,1.062
113028,79687,92956.1,54997.2,48035,75034.8,611.38,17987.8,1.062
88780.2,67800,85815.6,50338.1,43308,76174.3,333.41,18165.6,1.062
139303,88689,102937,61173.4,52373,76548.2,603.68,46239.8,1.063
86198.4,59148,95507.8,60404.4,51749,76497.4,354.97,11608.6,1.063
120454,81932,96349.4,56142,47900,76812.6,318.78,20326.3,1.063
100235,70882,92675,47372.4,41850,74183.9,355.74,29984.4,1.063
88842.9,58893,98864.2,49784.4,40592,80377.2,536.69,25512.5,1.064
98368.6,68791,93714.1,43693.2,38975,73469.6,518.98,23610.2,1.064
110089,73324,98396,63473.8,55681,74708,511.28,21695,1.065
97821.4,69644,92051.4,46908.7,41596,73906.4,260.26,12797.3,1.065
81696,54078,99005.7,48780.7,42953,74427.7,436.59,28720.8,1.065
119808,83640,93875.4,44794.8,39669,74004.2,418.88,12804.5,1.065
132363,91000,95324.5,58473.4,49537,77358.5,686.84,23024.9,1.066
122661,83986,95715,65840.4,56974,75734.8,482.79,16774.6,1.066
114916,66425,113378,87999.1,72020,80076.5,622.16,50353.9,1.066
117453,80018,96196.2,61144.6,52610,76167.5,618.31,54767.5,1.066
128515,86533,97331.3,52390.1,45677,75167.7,751.52,30723.1,1.067
146169,90067,106358,80321.8,67552,77924.7,492.03,36139.7,1.068
74679,51160,95663.9,39245,33489,76800.2,493.57,27497.5,1.068
92044.2,67561,89285.3,39124.1,35892,71437.5,405.79,11144.9,1.068
145494,95258,100098,97527.6,81303,78614.2,779.24,37715,1.069
93052.2,69158,88178.8,42133,38986,70826.1,343.42,12944.2,1.069
147003,98933,97378.8,61287.8,53141,75583.1,722.26,15309.4,1.069
89399.7,60325,97122.2,58432.3,50537,75774.6,522.83,19668.2,1.07
110482,73495,98517.5,82028.2,66095,81334.4,541.31,58528.8,1.07
123791,81041,100107,77396.4,65625,77291.4,819.28,24379.9,1.07
122364,75310,106483,76708.1,64391,78072.1,931.7,22747.7,1.071
93742.1,68073,90248.4,53804.2,47908,73601.7,322.63,11206.1,1.071
86797.4,63744,89237.5,40118.4,36248,72533.6,277.97,12852.7,1.072
127026,92304,90188.6,73944,64512,75117.7,485.1,25368.5,1.072
107251,75407,93211.1,53706.2,46092,76362.3,327.25,43303,1.072
77476.5,52914,95957.6,52130.9,45630,74872.9,283.36,18580.3,1.072
96418.6,71440,88450.3,45257,40408,73400.5,467.39,16544.9,1.073
84326.4,57994,95292.9,46021.7,39565,76230.9,414.26,8917.92,1.073
120924,85598,92582.1,54770.4,48750,73629.4,617.54,21634.6,1.073
91241,64961,92048.6,54656.6,45997,77874.2,471.24,40780.1,1.074
85770.2,66120,85012.7,31972.3,29016,72213.2,506.66,13208.4,1.074
80749.4,51418,102921,54711.4,46839,76550.8,404.25,19839.6,1.074
84212.5,59041,93476.6,81187.2,68077,78156.9,545.16,32346.7,1.074
109656,79053,90906,70746.5,59341,78132.2,823.13,22747,1.075
113207,80629,92015.7,49662.7,44369,73355.2,727.65,19298.2,1.075
105779,66784,103802,54461.5,46236,77195.1,279.51,36977,1.075
126168,77765,106327,71539.2,60161,77930.8,801.57,26719.9,1.075
77225.6,52958,95567.4,48974.4,41475,77386.1,512.82,17583.1,1.076
120879,86901,91160.6,64506.2,57581,73418,437.36,35545,1.076
119934,83565,94058.5,72802.8,63920,74643.4,524.37,41555.5,1.077
98001.3,74600,86094,48869.3,41925,76391.1,630.63,24700.3,1.077
116446,71729,106392,83859.8,70073,78430.2,811.58,20013.1,1.077
89517.4,61676,95119.9,43804.1,38689,74200.5,250.25,27043.2,1.077
90395.5,64044,92501.4,59431,51505,75621.2,323.4,15446.9,1.077
114891,81072,92874.1,62444.2,54424,75193.7,625.24,19005.8,1.077
143536,93817,100267,81589.7,70173,76198.3,783.09,33043,1.078
155517,99740,102186,66865,56581,77447.6,627.55,37103.8,1.078
63245.4,45355,91386.9,52171.9,42454,80537.5,385.77,21486.2,1.078
118954,84948,91770.8,60870.2,52744,75633.1,613.69,26103.6,1.08
